ANO,Código da Unidade da Federação,Nome da Unidade da Federação,Código do Município,Município,Mortalidade infantil,Probabilidade de sobrevivência até 60 anos,Taxa de analfabetismo - 25 anos ou mais,Taxa de frequência líquida ao fundamental,Taxa de frequência líquida ao médio,Taxa de frequência líquida à pré-escola,Taxa de frequência líquida ao superior,% de 25 anos ou mais com médio completo,% de 25 anos ou mais com superior completo,Renda per capita máxima do 1º quinto mais pobre,Renda per capita mínima do décimo mais rico,% de extremamente pobres,Renda per capita,Renda per capita média do 1º quinto mais pobre,Renda per capita média do décimo mais rico,% de empregados com carteira - 18 anos ou mais,% de empregados sem carteira - 18 anos ou mais,% da população em domicílios com água encanada,% da população em domicílios com energia elétrica,% de mulheres de 10 a 14 anos que tiveram filhos,% de mulheres de 15 a 17 anos que tiveram filhos,% de pessoas em domicílios sem energia elétrica,População residente masculina,População residente feminina,População rural,População total,População urbana,População total em domicílios particulares permanentes,IDHM,IDHM Educação,IDHM Longevidade,IDHM Renda,Sigla da Unidade da Federação,Nome das Grandes Regiões,PIB per capita a preços correntes,% de empregados total - 18 anos ou mais
2010,26,Pernambuco,261070,PAULISTA,15.0,89.42,7.34,91.41,46.49,64.38,13.42,46.24,7.69,168.8,1040.0,5.25,528.04,100.4,1978.23,53.23,18.85,97.84,99.97,0.24,5.04,0.03,141630,158836,0,300466,300466,299758,0.732,0.703,0.83,0.673,PE,Nordeste,7084.49,72.08
2010,26,Pernambuco,261080,PEDRA,28.2,81.16,40.62,90.65,26.04,48.24,4.47,17.59,4.22,60.0,530.0,23.23,244.48,28.34,1046.25,8.0,36.92,60.29,98.37,0.95,14.49,1.63,10473,10471,8946,20944,11998,20933,0.567,0.445,0.743,0.55,PE,Nordeste,6504.67,44.92
2010,26,Pernambuco,261090,PESQUEIRA,26.8,81.93,31.16,94.59,31.97,55.02,6.68,21.87,5.06,70.0,652.5,20.08,329.16,38.71,1430.89,19.74,29.13,71.46,99.06,0.0,11.59,0.94,30615,32316,17805,62931,45126,62295,0.61,0.506,0.751,0.597,PE,Nordeste,5507.33,48.87
2010,26,Pernambuco,261100,PETROLÂNDIA,26.0,82.37,23.54,93.61,34.36,68.79,4.44,25.53,5.95,83.0,660.0,16.39,344.04,44.75,1469.8,23.08,33.21,90.13,98.68,0.63,13.08,1.32,15947,16545,8871,32492,23621,32416,0.623,0.531,0.755,0.604,PE,Nordeste,21715.14,56.29
2010,26,Pernambuco,261110,PETROLINA,18.67,86.63,15.39,92.63,36.9,48.44,12.26,36.21,9.46,142.4,1030.67,6.99,605.06,84.64,3215.64,44.03,22.7,91.95,99.18,0.62,8.16,0.82,143252,150710,74747,293962,219215,291908,0.697,0.611,0.799,0.695,PE,Nordeste,10708.48,66.73
2010,26,Pernambuco,261120,POÇÃO,42.3,73.88,42.45,94.12,14.3,54.1,4.92,14.18,3.31,42.67,518.0,29.56,233.91,22.87,899.48,7.97,30.04,53.8,99.72,0.0,19.1,0.28,5375,5867,4254,11242,6988,11195,0.528,0.402,0.677,0.542,PE,Nordeste,4388.74,38.01
2010,26,Pernambuco,261130,POMBOS,20.2,85.84,36.18,90.52,32.25,60.39,2.27,13.97,3.02,100.0,600.0,12.99,302.97,51.66,1047.3,20.82,26.55,70.64,99.35,0.0,1.42,0.65,11882,12164,8035,24046,16011,23940,0.598,0.463,0.79,0.584,PE,Nordeste,5962.56,47.370000000000005
2010,26,Pernambuco,261140,PRIMAVERA,23.9,83.59,36.0,88.87,19.78,62.68,2.7,16.24,2.83,105.5,532.5,10.91,281.27,63.07,907.4,37.67,28.51,68.62,99.51,0.76,7.53,0.49,6882,6557,4860,13439,8579,13241,0.58,0.444,0.767,0.572,PE,Nordeste,5190.09,66.18
2010,26,Pernambuco,261150,QUIPAPÁ,28.2,81.13,47.87,92.03,32.47,46.01,5.33,10.55,2.43,66.67,493.33,21.35,215.92,31.33,738.4,24.59,28.42,78.48,99.07,0.79,7.68,0.93,11918,12268,12373,24186,11813,24064,0.552,0.427,0.743,0.53,PE,Nordeste,5400.39,53.010000000000005
2010,26,Pernambuco,261153,QUIXABA,26.5,82.11,38.62,94.31,42.1,60.78,6.82,10.55,2.55,33.5,510.0,27.64,216.87,23.91,683.81,20.34,22.29,50.78,99.72,0.0,3.3,0.28,3325,3414,4244,6739,2495,6739,0.577,0.482,0.752,0.53,PE,Nordeste,4201.32,42.629999999999995
2010,26,Pernambuco,261160,RECIFE,15.56,89.01,8.49,92.12,45.68,63.59,19.82,49.62,19.11,176.5,2525.0,4.77,1144.26,109.26,6503.22,51.19,17.74,97.45,99.92,0.6,6.28,0.08,709819,827885,0,1537704,1537704,1524313,0.772,0.698,0.825,0.798,PE,Nordeste,19540.2,68.92999999999999
2010,26,Pernambuco,261170,RIACHO DAS ALMAS,25.8,82.53,42.63,90.87,27.69,49.41,5.17,10.29,1.89,83.33,578.0,17.62,306.61,37.56,1145.0,9.52,35.43,49.94,99.37,0.99,5.8,0.63,9417,9745,10400,19162,8762,19152,0.57,0.418,0.757,0.586,PE,Nordeste,5275.75,44.95
2010,26,Pernambuco,261180,RIBEIRÃO,34.5,77.77,29.4,88.92,29.31,55.13,3.85,23.59,3.74,106.4,590.0,9.98,324.47,64.67,1278.44,44.03,24.85,88.59,99.62,0.0,7.87,0.38,21734,22705,10436,44439,34003,44315,0.602,0.516,0.711,0.595,PE,Nordeste,5758.21,68.88
2010,26,Pernambuco,261190,RIO FORMOSO,17.4,87.59,29.86,86.9,37.24,61.9,5.07,23.65,3.21,103.67,510.33,12.51,264.16,51.61,832.8,55.65,13.93,80.54,99.94,0.0,14.34,0.06,11127,11024,8778,22151,13373,22133,0.613,0.506,0.809,0.562,PE,Nordeste,8308.92,69.58
2010,26,Pernambuco,261200,SAIRÉ,21.2,85.25,41.87,94.23,33.02,58.23,4.8,10.0,1.05,110.0,536.0,10.97,297.91,57.75,988.42,15.95,38.48,74.78,99.33,0.0,8.04,0.67,5534,5706,4935,11240,6305,11177,0.585,0.44,0.784,0.581,PE,Nordeste,7584.34,54.42999999999999
2010,26,Pernambuco,261210,SALGADINHO,30.8,79.72,51.63,83.13,10.51,61.88,3.74,13.14,1.49,30.0,436.67,27.47,198.91,16.97,715.15,27.46,20.33,44.47,96.19,0.0,4.66,3.81,4679,4633,6250,9312,3062,9242,0.534,0.405,0.73,0.516,PE,Nordeste,5796.12,47.79
2010,26,Pernambuco,261220,SALGUEIRO,18.9,86.62,20.81,93.07,36.07,56.64,10.99,28.62,7.69,100.0,823.33,13.7,441.79,50.22,2129.22,35.09,25.46,87.62,99.12,1.16,8.27,0.88,27604,29025,10916,56629,45713,55966,0.669,0.58,0.799,0.645,PE,Nordeste,7865.07,60.550000000000004
2010,26,Pernambuco,261230,SALOÁ,28.1,81.2,42.94,97.07,24.92,41.48,4.67,11.67,1.63,35.71,520.0,29.48,259.1,21.46,1028.05,6.17,29.04,54.78,99.12,0.0,10.58,0.88,7383,7926,7641,15309,7668,15236,0.559,0.421,0.744,0.559,PE,Nordeste,4610.77,35.21
2010,26,Pernambuco,261240,SANHARÓ,25.5,82.66,32.77,90.26,41.34,51.35,4.85,16.43,3.66,76.33,516.67,18.03,267.58,43.76,1081.8,14.14,39.5,81.07,99.73,0.53,12.05,0.27,10760,11195,9455,21955,12500,21929,0.603,0.514,0.758,0.564,PE,Nordeste,4761.58,53.64
2010,26,Pernambuco,261245,SANTA CRUZ,32.3,78.9,41.91,94.82,30.69,45.63,4.58,12.42,2.46,28.0,503.33,34.75,206.07,18.79,825.83,3.46,25.3,41.67,93.37,0.0,7.91,6.63,6810,6784,9147,13594,4447,13582,0.549,0.438,0.722,0.522,PE,Nordeste,4289.46,28.76
2010,26,Pernambuco,261247,SANTA CRUZ DA BAIXA VERDE,20.9,85.39,33.43,92.13,43.78,50.56,9.19,16.17,2.82,63.33,517.5,22.31,256.26,29.24,926.61,13.51,25.38,65.79,99.17,0.0,7.45,0.83,5812,5956,6491,11768,5277,11728,0.612,0.523,0.786,0.557,PE,Nordeste,3578.65,38.89
2010,26,Pernambuco,261250,SANTA CRUZ DO CAPIBARIBE,17.9,87.27,20.68,90.4,29.48,58.3,3.35,16.61,2.68,198.8,882.5,3.13,507.05,128.18,1865.37,16.48,38.04,79.67,99.92,0.22,7.29,0.08,42373,45209,1988,87582,85594,86786,0.648,0.506,0.806,0.667,PE,Nordeste,6618.23,54.519999999999996
2010,26,Pernambuco,261255,SANTA FILOMENA,26.6,82.03,41.07,93.25,20.35,52.87,3.47,10.61,2.88,27.83,386.25,38.32,175.48,17.63,667.85,5.02,25.08,36.57,93.15,0.0,11.99,6.85,6759,6612,11145,13371,2226,13351,0.533,0.406,0.752,0.496,PE,Nordeste,3995.07,30.099999999999998
2010,26,Pernambuco,261260,SANTA MARIA DA BOA VISTA,22.9,84.18,27.49,93.47,27.52,56.29,5.01,19.06,3.62,60.5,515.0,22.14,267.86,29.71,1166.62,10.81,27.09,76.59,97.71,0.38,10.3,2.29,19868,19567,24559,39435,14876,39425,0.59,0.472,0.773,0.564,PE,Nordeste,6955.82,37.9
2010,26,Pernambuco,261270,SANTA MARIA DO CAMBUCÁ,29.8,80.26,43.99,94.45,27.12,48.95,3.08,9.71,2.17,81.56,513.33,16.22,279.1,40.91,918.53,8.01,40.55,33.56,99.75,1.38,8.7,0.25,6474,6547,9746,13021,3275,12993,0.548,0.393,0.735,0.571,PE,Nordeste,5581.82,48.559999999999995
2010,26,Pernambuco,261280,SANTA TEREZINHA,29.4,80.47,32.23,93.17,34.18,38.33,5.42,17.47,3.64,40.5,511.67,28.32,229.83,23.2,826.55,10.03,26.46,69.63,98.64,0.66,5.24,1.36,5385,5606,4115,10991,6876,10980,0.593,0.524,0.737,0.54,PE,Nordeste,3870.62,36.49
2010,26,Pernambuco,261290,SÃO BENEDITO DO SUL,29.5,80.42,41.89,81.16,24.68,43.52,3.21,13.55,1.65,30.0,445.0,30.47,178.27,14.3,626.84,26.7,35.48,65.47,99.93,0.0,13.98,0.07,7017,6924,6783,13941,7158,13894,0.53,0.406,0.736,0.499,PE,Nordeste,3734.22,62.17999999999999
2010,26,Pernambuco,261300,SÃO BENTO DO UNA,20.4,85.71,37.53,88.61,28.18,31.38,4.6,13.49,2.95,66.75,516.0,20.97,319.47,33.14,1572.52,17.76,27.52,58.05,99.5,0.77,4.92,0.5,26564,26678,25343,53242,27899,53150,0.593,0.446,0.789,0.593,PE,Nordeste,5358.7,45.28
2010,26,Pernambuco,261310,SÃO CAITANO,25.8,82.51,37.26,93.51,38.3,37.4,3.48,12.38,2.79,77.5,568.0,18.6,300.16,35.7,1080.83,24.7,28.71,66.51,99.09,0.0,4.99,0.91,17203,18071,8195,35274,27079,35116,0.591,0.469,0.756,0.583,PE,Nordeste,4485.17,53.41
2010,26,Pernambuco,261320,SÃO JOÃO,23.7,83.7,42.18,92.64,28.03,49.52,3.99,11.61,3.07,52.5,550.0,25.34,269.44,28.57,1115.71,6.22,27.32,62.37,99.64,0.91,10.0,0.36,10441,10871,11656,21312,9656,21294,0.57,0.426,0.768,0.565,PE,Nordeste,4867.68,33.54
2010,26,Pernambuco,261330,SÃO JOAQUIM DO MONTE,28.6,80.94,44.63,92.76,28.27,47.22,2.76,9.48,2.73,48.0,510.0,25.25,244.22,24.89,863.58,9.58,37.64,81.56,99.06,0.0,14.58,0.94,10195,10293,6366,20488,14122,20399,0.537,0.381,0.741,0.549,PE,Nordeste,5541.93,47.22
2010,26,Pernambuco,261340,SÃO JOSÉ DA COROA GRANDE,29.6,80.4,29.31,92.23,31.08,55.66,6.91,25.41,5.01,65.5,613.17,21.15,304.5,30.74,1361.5,31.07,25.49,88.52,99.77,0.41,15.59,0.23,8867,9313,4744,18180,13436,18103,0.608,0.522,0.736,0.585,PE,Nordeste,4806.57,56.56
2010,26,Pernambuco,261350,SÃO JOSÉ DO BELMONTE,23.7,83.75,36.63,90.95,35.41,51.18,7.38,19.27,3.78,53.33,555.0,23.99,275.14,24.87,1072.44,18.66,30.5,68.29,98.05,0.61,8.74,1.95,16241,16376,16449,32617,16168,32561,0.61,0.52,0.769,0.569,PE,Nordeste,4349.1,49.16
2010,26,Pernambuco,261360,SÃO JOSÉ DO EGITO,23.6,83.77,27.59,92.71,35.65,64.72,7.91,19.98,4.89,87.43,655.0,16.55,338.9,45.02,1357.72,13.65,28.64,76.42,99.49,0.8,10.25,0.51,15518,16311,10869,31829,20960,31767,0.635,0.554,0.769,0.602,PE,Nordeste,5082.6,42.29
2010,26,Pernambuco,261370,SÃO LOURENÇO DA MATA,19.8,86.07,19.7,92.73,32.26,61.68,6.11,28.11,3.23,115.6,680.0,11.04,364.43,60.28,1413.47,48.12,24.5,88.46,99.78,0.31,7.83,0.22,50016,52879,6118,102895,96777,102844,0.653,0.571,0.793,0.614,PE,Nordeste,5070.81,72.62
2010,26,Pernambuco,261380,SÃO VICENTE FERRER,33.7,78.15,39.66,92.35,25.29,42.33,4.15,13.01,2.74,69.0,510.0,20.16,257.47,38.25,1033.46,15.59,49.1,68.83,99.59,0.49,6.96,0.41,8369,8631,5799,17000,11201,16977,0.549,0.414,0.715,0.558,PE,Nordeste,5579.51,64.69
2010,26,Pernambuco,261390,SERRA TALHADA,18.8,86.7,26.52,92.95,42.98,47.83,11.46,26.04,5.32,97.14,810.0,14.68,407.34,47.02,1817.08,28.12,24.71,83.64,99.61,0.66,5.68,0.39,37827,41405,17957,79232,61275,79008,0.661,0.571,0.8,0.632,PE,Nordeste,8941.93,52.83
2010,26,Pernambuco,261400,SERRITA,25.1,82.91,34.31,88.33,34.88,30.31,9.5,19.66,3.95,40.57,503.33,27.94,233.56,22.79,989.6,7.69,36.42,47.0,98.65,0.0,5.9,1.35,9199,9132,11975,18331,6356,18303,0.595,0.512,0.76,0.542,PE,Nordeste,4269.33,44.11
2010,26,Pernambuco,261410,SERTÂNIA,26.5,82.11,34.08,89.7,32.04,54.6,6.3,20.12,5.17,63.75,666.67,21.81,337.53,21.08,1557.37,26.29,31.46,64.92,99.65,0.9,9.05,0.35,16500,17287,15230,33787,18557,33725,0.613,0.51,0.752,0.601,PE,Nordeste,5882.95,57.75
2010,26,Pernambuco,261420,SIRINHAÉM,24.7,83.15,32.67,89.88,31.25,61.29,3.92,19.25,2.58,110.33,518.4,8.7,273.75,67.57,941.87,65.77,15.68,79.36,99.49,1.0,7.91,0.51,20348,19948,18812,40296,21484,39858,0.597,0.492,0.763,0.568,PE,Nordeste,7914.8,81.44999999999999
2010,26,Pernambuco,261430,MOREILÂNDIA,23.9,83.63,32.72,93.33,43.0,59.37,9.64,18.45,5.01,36.8,483.33,29.35,206.11,23.32,798.65,18.69,25.35,65.13,99.37,1.89,0.0,0.63,5591,5541,4294,11132,6838,11081,0.6,0.54,0.768,0.522,PE,Nordeste,4550.58,44.040000000000006
2010,26,Pernambuco,261440,SOLIDÃO,26.1,82.32,34.15,92.22,28.98,56.02,3.46,14.64,2.97,33.67,510.0,30.11,240.64,19.77,916.49,12.17,25.2,42.52,98.92,0.0,0.0,1.08,2902,2842,3913,5744,1831,5744,0.585,0.485,0.755,0.547,PE,Nordeste,4391.47,37.37
2010,26,Pernambuco,261450,SURUBIM,25.8,82.49,31.04,93.48,38.7,71.64,7.42,20.78,4.11,106.8,666.67,12.33,372.11,55.71,1499.82,27.24,27.72,82.11,99.95,0.26,5.89,0.05,27994,30521,14479,58515,44036,58439,0.635,0.548,0.756,0.617,PE,Nordeste,6117.23,54.959999999999994
2010,26,Pernambuco,261460,TABIRA,23.5,83.86,29.0,91.0,39.96,64.23,4.77,16.66,3.52,78.0,550.0,18.5,278.14,37.87,1031.01,12.6,31.71,75.87,99.2,0.8,3.37,0.8,12967,13460,6658,26427,19769,26370,0.605,0.504,0.77,0.57,PE,Nordeste,4282.37,44.31
2010,26,Pernambuco,261470,TACAIMBÓ,27.4,81.62,45.89,89.42,19.31,63.43,0.98,12.28,3.31,34.0,527.5,26.26,225.21,19.04,782.55,16.57,16.93,51.97,99.08,0.0,8.0,0.92,6256,6469,5640,12725,7085,12711,0.554,0.423,0.748,0.536,PE,Nordeste,4391.36,33.5
2010,26,Pernambuco,261480,TACARATU,34.7,77.67,32.19,88.76,31.82,42.4,4.07,15.62,2.15,34.0,482.0,28.74,205.06,16.95,655.48,11.85,31.12,43.09,98.3,0.0,10.5,1.7,11159,10909,12876,22068,9192,21919,0.573,0.507,0.711,0.521,PE,Nordeste,3950.44,42.97
2010,26,Pernambuco,261485,TAMANDARÉ,27.8,81.36,29.05,93.0,22.47,54.89,3.27,21.16,3.78,83.33,535.0,16.0,301.15,38.25,1316.47,34.98,30.74,82.97,99.8,1.37,9.03,0.2,10410,10305,5545,20715,15170,20677,0.593,0.479,0.745,0.583,PE,Nordeste,6644.9,65.72
2010,26,Pernambuco,261500,TAQUARITINGA DO NORTE,19.3,86.36,29.24,89.92,23.9,70.23,6.09,15.67,2.53,166.67,750.0,4.23,419.74,97.96,1357.17,15.45,47.56,44.39,99.84,1.02,6.43,0.16,12332,12571,6942,24903,17961,24693,0.641,0.52,0.796,0.636,PE,Nordeste,4672.63,63.010000000000005
2010,26,Pernambuco,261510,TEREZINHA,34.6,77.71,47.03,92.23,24.74,58.51,2.05,13.25,2.32,49.17,506.67,26.1,225.28,26.61,872.36,7.0,37.43,54.4,99.35,0.0,5.9,0.65,3271,3466,3877,6737,2860,6709,0.545,0.425,0.711,0.536,PE,Nordeste,4766.98,44.43
2010,26,Pernambuco,261520,TERRA NOVA,28.7,80.89,26.69,93.64,36.29,68.37,5.59,19.95,5.14,49.0,510.0,25.53,237.89,26.29,784.6,17.76,30.9,77.65,99.35,0.0,9.63,0.65,4723,4555,4264,9278,5014,9259,0.599,0.533,0.741,0.545,PE,Nordeste,4791.66,48.66
2010,26,Pernambuco,261530,TIMBAÚBA,23.6,83.78,26.54,95.37,29.71,81.69,6.21,21.25,4.24,100.0,627.5,14.55,318.8,47.6,1179.3,36.25,29.8,83.87,99.37,0.0,5.33,0.63,25904,27921,7458,53825,46367,53633,0.618,0.519,0.769,0.592,PE,Nordeste,8280.84,66.05
2010,26,Pernambuco,261540,TORITAMA,19.2,86.48,26.56,87.08,20.24,53.79,3.22,14.33,2.42,196.67,800.0,2.71,470.44,129.94,1572.46,14.01,55.52,80.18,100.0,0.62,12.46,0.0,17421,18133,1429,35554,34125,35333,0.618,0.452,0.797,0.655,PE,Nordeste,6236.38,69.53
2010,26,Pernambuco,261550,TRACUNHAÉM,22.4,84.5,32.3,95.63,31.18,65.02,2.62,16.23,2.15,107.14,522.5,9.22,272.81,66.59,1047.42,50.22,25.96,79.14,99.46,0.0,11.77,0.54,6363,6692,2086,13055,10969,13042,0.605,0.504,0.776,0.567,PE,Nordeste,5481.91,76.18
2010,26,Pernambuco,261560,TRINDADE,23.9,83.63,32.85,94.46,21.4,54.28,5.24,17.02,4.95,90.0,604.0,14.5,338.39,47.32,1568.83,24.43,37.04,85.71,99.47,0.57,9.99,0.53,12896,13220,3652,26116,22464,26033,0.595,0.455,0.768,0.602,PE,Nordeste,5401.21,61.47
2010,26,Pernambuco,261570,TRIUNFO,16.4,88.24,21.72,91.43,36.25,58.22,15.43,24.89,6.16,97.0,706.67,15.96,389.44,44.86,1692.85,18.69,25.59,65.93,99.62,0.0,5.23,0.38,7180,7826,7062,15006,7944,14938,0.67,0.591,0.817,0.624,PE,Nordeste,4611.46,44.28
2010,26,Pernambuco,261580,TUPANATINGA,27.5,81.56,49.72,92.91,19.55,59.8,4.44,9.86,2.72,22.4,398.67,45.08,172.52,12.04,766.48,3.97,23.1,45.89,98.36,0.0,8.76,1.64,12115,12310,15891,24425,8534,24346,0.519,0.379,0.747,0.494,PE,Nordeste,4541.21,27.07
2010,26,Pernambuco,261590,TUPARETAMA,27.1,81.79,26.97,93.82,25.63,59.92,8.03,17.65,4.45,122.67,680.0,7.08,360.29,73.79,1272.35,11.35,44.51,81.29,99.77,0.0,6.82,0.23,3852,4073,1574,7925,6351,7885,0.634,0.557,0.749,0.612,PE,Nordeste,4999.96,55.86
2010,26,Pernambuco,261600,VENTUROSA,26.8,81.93,34.68,94.9,31.78,49.47,4.21,15.15,3.58,76.67,517.5,18.59,276.94,39.73,1066.55,8.89,40.43,60.95,99.39,0.0,11.71,0.61,7860,8192,5709,16052,10343,15982,0.592,0.484,0.751,0.57,PE,Nordeste,5664.09,49.32
2010,26,Pernambuco,261610,VERDEJANTE,25.1,82.91,33.64,89.13,39.73,64.63,4.29,17.74,5.36,50.5,525.0,26.06,260.66,24.55,1016.85,11.17,26.13,75.41,97.35,0.0,10.51,2.65,4484,4658,6450,9142,2692,9094,0.605,0.52,0.76,0.56,PE,Nordeste,4469.9,37.3
2010,26,Pernambuco,261618,VERTENTE DO LÉRIO,31.5,79.32,43.16,93.89,26.66,50.52,1.61,10.41,1.89,66.0,490.86,21.34,219.88,30.28,665.82,19.1,28.05,2.38,99.53,0.0,4.93,0.47,3867,4006,6060,7873,1813,7871,0.563,0.461,0.726,0.532,PE,Nordeste,8029.24,47.150000000000006
2010,26,Pernambuco,261620,VERTENTES,31.0,79.58,30.15,91.83,20.11,41.15,4.26,14.02,3.28,112.5,626.0,10.58,337.92,63.45,1153.98,12.38,43.65,62.58,99.49,0.0,3.7,0.51,8936,9286,5281,18222,12941,18193,0.582,0.45,0.728,0.602,PE,Nordeste,5198.25,56.03
2010,26,Pernambuco,261630,VICÊNCIA,26.2,82.3,30.72,91.39,47.4,54.86,4.68,17.06,4.13,81.43,510.0,17.12,246.44,38.04,815.48,43.61,27.61,89.32,99.26,0.06,6.09,0.74,15183,15549,16927,30732,13805,30640,0.605,0.534,0.754,0.551,PE,Nordeste,5984.3,71.22
2010,26,Pernambuco,261640,VITÓRIA DE SANTO ANTÃO,23.8,83.66,26.78,92.74,32.74,62.21,7.99,23.2,4.75,124.4,735.0,10.51,401.16,65.13,1747.03,31.91,29.13,83.68,99.77,0.14,8.49,0.23,62409,67565,16545,129974,113429,129301,0.64,0.543,0.768,0.629,PE,Nordeste,9595.33,61.04
2010,26,Pernambuco,261650,XEXÉU,36.4,76.8,43.7,92.95,30.43,48.05,4.76,17.79,2.9,80.5,502.5,16.88,243.39,39.76,885.88,44.42,28.78,87.81,99.58,0.0,12.96,0.42,6995,7098,4923,14093,9170,14043,0.552,0.436,0.703,0.549,PE,Nordeste,4529.13,73.2
